Tweet;"Tweet ID";Time;Favorited;Retweeted;"Is Favourited";"Is Retweeted";"Is Retweet";"Retweet from";Latitude;Longitude;Country;User
"RT @DLF_Umwelt: #GroßesMoor #Gifhorn Einsames Wollgras zeigt: Der Dürresommer 2018 hat manche Renaturierungsaktion konterkariert. Ein Teufe…";1127553596797726720.0000000000;"2019-05-12 14:38:21";0;1;0;0;1;DLF_Umwelt;NULL;NULL;NULL;BKleehaupt
"@Schweppenburg Toller Klimawandel! In der Lausitz ist es seit Wochen kalt wie schon lange nicht mehr! Mit dem Feinstaub, das stimmt allerdings: wenn es mal nicht regnet, ist mein Autos von Blütenstaub und Pollen zugedeckt...";1127553614879260672.0000000000;"2019-05-12 14:38:25";0;0;0;0;0;NULL;NULL;NULL;NULL;montagen2002
"RT @NZZ: «Erst wird ein Problem verleugnet, dann werden jene kritisiert, die es benennen, und dann sagt man, nun sei es ohnehin zu spät, et…";1127553906530299904.0000000000;"2019-05-12 14:39:34";0;98;0;0;1;NZZ;NULL;NULL;NULL;c_althaus
"Den Klimawandel kann man nur durch SCHNELLE Co² Einsparung aufhalten.Die Zeit drängt.
 https://t.co/2oRVSMalHV";1127554230569533440.0000000000;"2019-05-12 14:40:52";0;0;0;0;0;NULL;NULL;NULL;NULL;GerhardHaumann
"Den Klimawandel kann man nur durch SCHNELLE Co² Einsparung aufhalten.Die Zeit drängt.
Und die Bitcoin-Produktion verbraucht mehr Ressourcen als Dänemark. Das sagt Alexander Bonde, Chef der Deutschen Bundesstiftung Umwelt, im Interview mit der FR. Außerd... https://t.co/nEoDX71ja4";1127554403123302400.0000000000;"2019-05-12 14:41:33";1;1;0;0;0;NULL;NULL;NULL;NULL;GerhardHaumann
"RT @egghat: Lasst uns weiter an Greta abarbeiten, das Problem Klimawandel löst sich bestimmt von alleine … https://t.co/5yTFsDxwQZ";1127554580085182469.0000000000;"2019-05-12 14:42:15";0;9;0;0;1;egghat;NULL;NULL;NULL;spyonmetoo
"@55Uli Das muss der Klimawandel sein....

Ich bestehe darauf!";1127554674981261318.0000000000;"2019-05-12 14:42:38";1;0;0;0;0;NULL;NULL;NULL;NULL;georg2012land
"Was eine Vier-Grad-Welt bedeutet. "Klimawandel bedroht unsere Zivilisation".  https://t.co/I9CYLphEVU";1127554921933496320.0000000000;"2019-05-12 14:43:37";0;0;0;0;0;NULL;NULL;NULL;NULL;wtresearch1
"RT @kaffeecup: 2009: Die Politik fordert: "Wir müssen JETZT etwas gegen den Klimawandel unternehmen!"

2013: Die Politik fordert: "Wir müss…";1127555197138624513.0000000000;"2019-05-12 14:44:42";0;354;0;0;1;kaffeecup;NULL;NULL;NULL;AlpixTM
"„Wir werden Seen!“ - Gletscher, nimmt den Klimawandel gelassen.";1127555877496610816.0000000000;"2019-05-12 14:47:24";6;0;0;0;0;NULL;NULL;NULL;NULL;LusioCata
"@KrahMax Davon verstehen Sie doch null. AfD sind Dummschwätzer in Bezug auf Klimawandel.";1127556403479109633.0000000000;"2019-05-12 14:49:30";1;0;0;0;0;NULL;NULL;NULL;NULL;Micharo57
"So sieht eine Stadt im #Klimanotstand  aus 🥳🥳🥳 an einem 12 Mai im Jahre 2019 bei kühlen 12 Grad. Wenn wir da nicht dringend was gegen den bereits gut sicht- und spürbaren Klimawandel unternehmen hat #Bülach vermutlich keine Zukunft mehr 👻👻 #Klimahysterie 😂😂 https://t.co/0o53ahjHLy";1127556455748513792.0000000000;"2019-05-12 14:49:42";3;0;0;0;0;NULL;NULL;NULL;NULL;rene_anthon
"RT @GerhardHaumann: Den Klimawandel kann man nur durch SCHNELLE Co² Einsparung aufhalten.Die Zeit drängt.
Und die Bitcoin-Produktion verbra…";1127556594017996800.0000000000;"2019-05-12 14:50:15";0;1;0;0;1;GerhardHaumann;NULL;NULL;NULL;scheerenberger
"RT @MoSchaefer66: Was eine Vier-Grad-Welt bedeutet: "Klimawandel bedroht unsere Zivilisation" - https://t.co/Vf2tEFZ7vs https://t.co/5ZW4dD…";1127556804391702528.0000000000;"2019-05-12 14:51:05";0;7;0;0;1;MoSchaefer66;NULL;NULL;NULL;HalleVerkehrt
"RT @egghat: Lasst uns weiter an Greta abarbeiten, das Problem Klimawandel löst sich bestimmt von alleine … https://t.co/5yTFsDxwQZ";1127557404521062400.0000000000;"2019-05-12 14:53:28";0;9;0;0;1;egghat;NULL;NULL;NULL;SophiaOtto
"@Atomrechner @Bundestag @Klima_Manifest @EIKE_KLIMA ...diskutieren, alles gut. Du stellst es aber so hin, als sei es Wissenschaft und das ist halt einfach nicht wahr, wie ich dir ja jetzt lang und breit dargelegt habe. Dass EIKE und du auch der MEINUNG sind, es gäbe keinen Klimawandel ist vollkommen okay. Und ich bin da anderer...";1127557441456152577.0000000000;"2019-05-12 14:53:37";0;0;0;0;0;NULL;NULL;NULL;NULL;vitushsl
"RT @rahmstorf: “Wir gehen davon aus, dass wir bis 2025 in der Lage sein werden, das britische Stromnetz vollständig CO2-frei zu betreiben.”…";1127557957342912513.0000000000;"2019-05-12 14:55:40";0;156;0;0;1;rahmstorf;NULL;NULL;NULL;yonny_s
"RT @ichbinschoener: Brasilien kürzt Budget für Klimaschutz um 95 Prozent https://t.co/zgwND6bln2 via @zeitonline

Faschisten zerstören unse…";1127558449871695873.0000000000;"2019-05-12 14:57:38";0;55;0;0;1;ichbinschoener;NULL;NULL;NULL;Beaute_du_Noir
"RT @Balelt41: #fr.de:
Diagnose: Akuter Handlungsbedarf:
Ärztepräsident fordert mehr Klimaschutz-
Klimawandel ist real, Extremwetter führt
z…";1127558755917471745.0000000000;"2019-05-12 14:58:51";0;10;0;0;1;Balelt41;NULL;NULL;NULL;Balelt41
"Echt schade, hätten sie mir doch bloß gesagt, dass der Klimawandel dieses Jahr so zaghaft ausfällt, ich wäre letztes Jahr 100kkm mehr geflogen und hätte die Autos sogar zum Semmeln holen rausgeholt.";1127558826029453312.0000000000;"2019-05-12 14:59:07";0;0;0;0;0;NULL;NULL;NULL;NULL;SHintermoser
"@GiftmischerJoni @tankwartjassin @nicht_nicole Viel Glück Wasser zu bendigen wenn durch den Klimawandel immer weniger Regionen Wasser haben";1127558896401489920.0000000000;"2019-05-12 14:59:24";4;0;0;0;0;NULL;NULL;NULL;NULL;ToertchenTVyt
"Eine kleine CO2 Horror-Geschichte
#5filmlücken #CO2 #Klimawandel #Klimakrise #Umwelt #Natur
https://t.co/bqdruDYE4s";1127558961165676545.0000000000;"2019-05-12 14:59:40";0;0;0;0;0;NULL;NULL;NULL;NULL;XYZ0815art
"Der missver­standene Klima­wandel – EIKE – Europäisches Institut für Klima & Energie https://t.co/4Jb5lWeKJY";1127558980455358469.0000000000;"2019-05-12 14:59:44";3;1;0;0;0;NULL;NULL;NULL;NULL;DrKassandraPari
"Wahlplakate from Hell: Finde es sehr überzeugend, wenn eine Einzelkandidatin bei einer #Kommunalwahl den Klimawandel im Alleingang stoppen will. 🦸‍♀️🤦‍♂️ https://t.co/IL3E7nHmZM https://t.co/QI4cdjMsi0";1127559146310709252.0000000000;"2019-05-12 15:00:24";20;3;0;0;0;NULL;NULL;NULL;NULL;wahl_beobachter
"Wenn man das Problem aus der Warte des Stopps des Klimawandels betrachten möchte, ist wohl das der Schlüssel! https://t.co/3TzsOojKyS";1127559247720529920.0000000000;"2019-05-12 15:00:48";0;0;0;0;0;NULL;NULL;NULL;NULL;saschaproehl
"RT @kaffeecup: 2009: Die Politik fordert: "Wir müssen JETZT etwas gegen den Klimawandel unternehmen!"

2013: Die Politik fordert: "Wir müss…";1127559338795597826.0000000000;"2019-05-12 15:01:10";0;354;0;0;1;kaffeecup;NULL;NULL;NULL;dietzi96
"RT @ichbinschoener: Brasilien kürzt Budget für Klimaschutz um 95 Prozent https://t.co/zgwND6bln2 via @zeitonline

Faschisten zerstören unse…";1127559518827745280.0000000000;"2019-05-12 15:01:52";0;55;0;0;1;ichbinschoener;NULL;NULL;NULL;hhoeppe
"RT @wahl_beobachter: Wahlplakate from Hell: Finde es sehr überzeugend, wenn eine Einzelkandidatin bei einer #Kommunalwahl den Klimawandel i…";1127559656811978753.0000000000;"2019-05-12 15:02:25";0;3;0;0;1;wahl_beobachter;NULL;NULL;NULL;enterfield
"RT @chris_pyak: @parents4future hat uns klare Fragen zum #Klimawandel gestellt. Wir haben klar geantwortet.

Hier könnt ihr die Antworten f…";1127559695114342401.0000000000;"2019-05-12 15:02:35";0;3;0;0;1;chris_pyak;NULL;NULL;NULL;neue_liberale
"@eMSig70 Get yourself a Sender that can do both 😉! 
https://t.co/FodPfiBD35";1127559825779580928.0000000000;"2019-05-12 15:03:06";3;0;0;0;0;NULL;NULL;NULL;NULL;dlfkultur
"@EinLiberaler @BlackWolfTwo @faznet @hankrainer Ihre Freiheit endet an diesem Punkt, weil Ihre Ignoranz nicht nur unseren Wohlstand sondern auch das Leben von zukünftigen Generationen gefährdet. Der Klimawandel wird teuer. So oder so.";1127560137563045890.0000000000;"2019-05-12 15:04:20";0;0;0;0;0;NULL;NULL;NULL;NULL;KritzelJo
"RT @abracz: cn #svv #suizid

sich nicht für den klimawandel interessieren ist der langsamste suizid der welt";1127560404383805441.0000000000;"2019-05-12 15:05:24";0;17;0;0;1;abracz;NULL;NULL;NULL;LunaDragofelis
"@KenzoVandagg @search_mk Ich weiß, bei Dir vor der Haustür bleibt der Klimawandel stehen, weil er ja Respekt vor Deiner Rechenschwäche hat.";1127560526761025536.0000000000;"2019-05-12 15:05:53";0;0;0;0;0;NULL;NULL;NULL;NULL;KritzelJo
"RT @ichbinschoener: Brasilien kürzt Budget für Klimaschutz um 95 Prozent https://t.co/zgwND6bln2 via @zeitonline

Faschisten zerstören unse…";1127561280838148096.0000000000;"2019-05-12 15:08:53";0;55;0;0;1;ichbinschoener;NULL;NULL;NULL;kjh_mov
"RT @GrosseOphoff: #Artensterben und #Klimawandel sind Zwillingskrisen.
Der Mensch zerstört #Lebensraum für #Tiere und #Pflanzen - und letzt…";1127561734284353536.0000000000;"2019-05-12 15:10:41";0;8;0;0;1;GrosseOphoff;NULL;NULL;NULL;Michael_Kunz
"RT @NZZ: «Erst wird ein Problem verleugnet, dann werden jene kritisiert, die es benennen, und dann sagt man, nun sei es ohnehin zu spät, et…";1127561781164040192.0000000000;"2019-05-12 15:10:52";0;98;0;0;1;NZZ;NULL;NULL;NULL;OskarJuliett
"RT @Futureworldxxl: So schrieb die  @welt 2011 über die #Klimahysterie! Hochinteressant !!
#CO2 #Klimawandel 
https://t.co/u7CXhgj9ft
@Wirt…";1127562005727072256.0000000000;"2019-05-12 15:11:45";0;21;0;0;1;Futureworldxxl;NULL;NULL;NULL;frazionetoskana
"Ufff.. CSU suckt, wir brauchen sofort Ideen, wie wir den Klimawandel stoppen und auch JETZT durchsetzten, mehr Personal in sozialen Berufen dieses Problem haben wir immer noch und die AFD kann gleich in den Müll. https://t.co/jEYvrRjJAo";1127562321000267776.0000000000;"2019-05-12 15:13:01";1;0;0;0;0;NULL;NULL;NULL;NULL;Universumgrenze
"RT @rahmstorf: “Wir gehen davon aus, dass wir bis 2025 in der Lage sein werden, das britische Stromnetz vollständig CO2-frei zu betreiben.”…";1127562424465481728.0000000000;"2019-05-12 15:13:25";0;156;0;0;1;rahmstorf;NULL;NULL;NULL;steinhoff_bernd
"@siggi49625761 @Fern_Schreiber Leute belästigt uns doch hier nicht ständig mit dem Klimawandel";1127562492811579396.0000000000;"2019-05-12 15:13:42";1;0;0;0;0;NULL;NULL;NULL;NULL;alfunterwegs70
"RT @Knutti_ETH: Wir nehmen das Artensterben nicht ernst genug.
Neben dem Klimawandel die zweite globale Herausforderung, wo die Auswirkunge…";1127562531885801472.0000000000;"2019-05-12 15:13:51";0;44;0;0;1;Knutti_ETH;NULL;NULL;NULL;Michael_Kunz
"@thomas_hias @Kachelmann Oder so ....

https://t.co/AxpCVZVd75";1127562538542075905.0000000000;"2019-05-12 15:13:52";0;0;0;0;0;NULL;NULL;NULL;NULL;hille69
"RT @AnetteLenz3: schaffen, doch der Iran verzichtet lieber auf diese Vorteile, als seine Prinzipien zu verraten und deshalb gilt er als wah…";1127563174700552192.0000000000;"2019-05-12 15:16:24";0;1;0;0;1;AnetteLenz3;NULL;NULL;NULL;arcturianer
"#Klimawandel bekämpfen heißt #Fluchtursachen bekämpfen! #Solidarität mit allen die sich im Kampf gegen die Braunkohle engagieren und auch repressionen ausgesetzt sind wie die Menschenrechts Verteidiger*innen in der #Seenotrettung https://t.co/nRKUYkO7a3";1127563200285880321.0000000000;"2019-05-12 15:16:30";2;0;0;0;0;NULL;NULL;NULL;NULL;SeebruckeK
"@Kittypunk7 Gestern war der #Klimawandel noch zu warm, heute zu kalt! Immer nur am jammern! Wir brauchen keine #Klimareligion, sondern diese psychiatrische Unterstützung wegen ihres mangelndes Selbstbewusstsein!";1127563240479830016.0000000000;"2019-05-12 15:16:40";1;0;0;0;0;NULL;NULL;NULL;NULL;GerritH
"@F4F_Oldenburg Gesehen in Bahnhof in #Oldenburg.  
#FridaysForFuture #Klimakrise. Gemeinsam gegen den Klimawandel - alle Generationen zusammen auf die Straße! #ParentsForFuture https://t.co/j6ZhscWauF";1127563348873232386.0000000000;"2019-05-12 15:17:06";24;12;0;0;0;NULL;NULL;NULL;NULL;Antony_Sophie
"@OldTomBom @feldafinger @CKemfert @Piratenpartei Die Minderheit ist nicht automatisch im Untrecht, vielleicht irren sich ja die, die die Erde für eine Scheibe halten.
Abgesehen davon zweifle ich ja nicht den Klimawandel an, nur das die paar Prozent menschliches CO2 daran schuld sein sollen, solange da kein Beweis geliefert wird";1127564468127522817.0000000000;"2019-05-12 15:21:32";0;0;0;0;0;NULL;NULL;NULL;NULL;Dianaownz100
"@BernhardGeyer @KritzelJo @search_mk https://t.co/mUqyBgKQw2";1127564524347961344.0000000000;"2019-05-12 15:21:46";0;0;0;0;0;NULL;NULL;NULL;NULL;KenzoVandagg
"RT @NZZ: «Erst wird ein Problem verleugnet, dann werden jene kritisiert, die es benennen, und dann sagt man, nun sei es ohnehin zu spät, et…";1127564895854243845.0000000000;"2019-05-12 15:23:14";0;98;0;0;1;NZZ;NULL;NULL;NULL;Gianoia
"RT @rene_ziegler: „Grüner #Bosch. Der Konzern setzt voll auf #Klimaschutz und wird zum Vorbild“ kommentiert @klaus_koester die @BoschPresse…";1127565024564740096.0000000000;"2019-05-12 15:23:45";0;1;0;0;1;rene_ziegler;NULL;NULL;NULL;klaus_koester
"RT @swarzste: Keep Cool mobil: Klimawandel spielerisch auf dem Tablet verstehen | bpb https://t.co/wJykcZegEk via @bpb_de";1127565282816425984.0000000000;"2019-05-12 15:24:47";0;13;0;0;1;swarzste;NULL;NULL;NULL;SLesum
"RT @gri_mm: In den Medien fand die Klimakrise bisher unter dem beschönigenden Schlagwort "Klimawandel" statt – in den Wissenschaftsressorts…";1127565306128416769.0000000000;"2019-05-12 15:24:52";0;6;0;0;1;gri_mm;NULL;NULL;NULL;sannenshine
"1535 drehte sich die Sonne im christlichen Abendland um die Erde. 1543 veröffentlichte Kopernikus eine etwas andere Theorie, die dann mit Fakten belegt wurde. Der von deinem Geld alimentierte MdB @Frank_Pasemann leugnet den #Klimawandel mit alten WELT-Artikeln. Grotesk.

#noafd https://t.co/MHiJWOewF0";1127565326936358919.0000000000;"2019-05-12 15:24:57";18;5;0;0;0;NULL;NULL;NULL;NULL;DietherAst
"RT @kaffeecup: Für Eltern der "Fridays for Future"-Demonstranten sollen künftig Bußgelder ausgestellt werden - so will es der Direktor eine…";1127565860896374786.0000000000;"2019-05-12 15:27:05";0;1736;0;0;1;kaffeecup;NULL;NULL;NULL;KuriKitsune
"RT @GunnyAustria: Klimawandel und pööse Naadsis. 😁😁 https://t.co/3Xga9zB3LO";1127566218788057090.0000000000;"2019-05-12 15:28:30";0;3;0;0;1;GunnyAustria;NULL;NULL;NULL;singewald
"Indien: Gift für Mensch und Natur | ARTE Reportage https://t.co/x8GkzNtMW8 #Feinstaub #Fahrverbote #Klimawandel #Umweltverschmutzung #PM25 #emissions #Filter #Diesel #Benzin #Elektromobilität #Europawahl2019 #FridaysForFurture @sciforfuture #parentsforfuture #plasticpollution";1127566309095612417.0000000000;"2019-05-12 15:28:51";0;0;0;0;0;NULL;NULL;NULL;NULL;Papamatti
"@improve_this @retolipp @NZZaS Für das Klima demonstrieren und die Schule schwänzen?! Dann wissen sie ja nachher noch weniger wie die Y'ler, die auch schon durchschnittlich mit wenig kritischem Gedankengut ausgestattet sind. Frage ist: Gibt es einen Klimawandel und wenn ja, was ist die Ursache. Bis heute ....";1127566861451825152.0000000000;"2019-05-12 15:31:03";0;0;0;0;0;NULL;NULL;NULL;NULL;Politos_politik
"RT @NZZ: «Erst wird ein Problem verleugnet, dann werden jene kritisiert, die es benennen, und dann sagt man, nun sei es ohnehin zu spät, et…";1127566976954531840.0000000000;"2019-05-12 15:31:31";0;98;0;0;1;NZZ;NULL;NULL;NULL;bzaech
"@bcr_ko @Saltasaurus3 @sixtus @DieHumanisten Die Welt interessiert sich generell ziemlich wenig dafür was wir machen, die wird eher auf Schweden schauen die dank Kernkraft viel weiter sind als wir bei der CO2-Reduktion. Ein SuperGAU ist unwahrscheinlich und gerade noch verkraftbar, der Klimawandel ist keines von beidem";1127567064712077312.0000000000;"2019-05-12 15:31:52";1;0;0;0;0;NULL;NULL;NULL;NULL;Zenity07
"RT @DietherAst: 1535 drehte sich die Sonne im christlichen Abendland um die Erde. 1543 veröffentlichte Kopernikus eine etwas andere Theorie…";1127567080780333056.0000000000;"2019-05-12 15:31:55";0;5;0;0;1;DietherAst;NULL;NULL;NULL;VaMudara
"Verschwörungstheorien über Verschwörungstheorien erfinden.

Gibt es bestimmt Klimawandel-Leugner die über Flacherde-Anhänger lachen .... und das ist ... bin grade zu faul um selbst zu denken. Hoffe das macht jemand von euch für mich.";1127567173709443072.0000000000;"2019-05-12 15:32:18";2;0;0;0;0;NULL;NULL;NULL;NULL;Antizipation
"@NZZ Selbst wenn der Klimawandel mehrheitlich anthropogen wäre, was apriori unwahrscheinlich ist und wofür es keinen Beweis gibt, könnten wir ihn auch mit Billionen nicht beeinflussen, die Umweltzerstörung durch bewiesene Toxine & den Hunger mit diesem Geld aber sehr wohl bekämpfen. https://t.co/9D8xpCLP6k";1127567826624176128.0000000000;"2019-05-12 15:34:53";5;3;0;0;0;NULL;NULL;NULL;NULL;Thomas_Binder
""NASA is lying about global warming, the moon landing and the earth being a globe at all."

#climatebrawl
#climatechange
#ClimateChangeTheFacts 
#FridaysForFuture 
#Klimawandel 
#CO2Steuer 

🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈
🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈
🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈 https://t.co/t4K1qrAuqe";1127568660510408704.0000000000;"2019-05-12 15:38:12";4;4;0;0;0;NULL;NULL;NULL;NULL;21tribes
"RT @ichbinschoener: Brasilien kürzt Budget für Klimaschutz um 95 Prozent https://t.co/zgwND6bln2 via @zeitonline

Faschisten zerstören unse…";1127568801531420678.0000000000;"2019-05-12 15:38:46";0;55;0;0;1;ichbinschoener;NULL;NULL;NULL;har41637914
"@WeDontHaveTime0 Hey, Nordrussland heißer als in Südspanien. #Klimawandel läuft 👍 #FridaysForFuture @sciforfuture #ParentsForFuture #CO2 #Fahrverbote #EndCoal";1127568997464072198.0000000000;"2019-05-12 15:39:32";0;0;0;0;0;NULL;NULL;NULL;NULL;Papamatti
"Bitte an alle #Ärztinnen+ #Ärzte weiter reichen, damit es vielfach gelesen + unterstützt wird🥰👍Ärzte+innen unterstützen hiermit die (jungen) mutigen Menschen, die sich gegen #KlimaWandel #UmweltVerschmutzung #LuftVerschmutzung, #Emissionen #Lärm #BiospharenZerstörung engagieren https://t.co/vn1xW2cyLG";1127569174241345536.0000000000;"2019-05-12 15:40:15";0;0;0;0;0;NULL;NULL;NULL;NULL;fROYndlich
"RT @ichbinschoener: Brasilien kürzt Budget für Klimaschutz um 95 Prozent https://t.co/zgwND6bln2 via @zeitonline

Faschisten zerstören unse…";1127569622126006273.0000000000;"2019-05-12 15:42:01";0;55;0;0;1;ichbinschoener;NULL;NULL;NULL;DarylMaryk
"frage mich ja eher:

"Wie viel Dummheit & Denkfaulheit verträgt die Politik?"

Guido Reil, der nicht mal Schulwissen hat und glaubt es gäbe keinen menschengemachten #Klimawandel und glaubt, dass EU-Parlamentarier eine 20h Woche haben.

#hartaberfair #Klimaschutz #Europawahl2019 https://t.co/A8BYog8zoO";1127569805005991937.0000000000;"2019-05-12 15:42:45";6;1;0;0;0;NULL;NULL;NULL;Germany;K_Wehnemann
"#England erstmals seit der industriellen Revolution eine Woche lang #Kohlestrom-frei https://t.co/M5IMJiZ9lW via @piqd_de by @dansiela_b #CO2 #Nachhaltigkeit #CO2Tax";1127569929723621379.0000000000;"2019-05-12 15:43:15";2;0;0;0;0;NULL;NULL;NULL;NULL;gerlachole
"RT @ichbinschoener: Brasilien kürzt Budget für Klimaschutz um 95 Prozent https://t.co/zgwND6bln2 via @zeitonline

Faschisten zerstören unse…";1127570279973179392.0000000000;"2019-05-12 15:44:38";0;55;0;0;1;ichbinschoener;NULL;NULL;NULL;Balelt41
"RT @Knutti_ETH: Wir nehmen das Artensterben nicht ernst genug.
Neben dem Klimawandel die zweite globale Herausforderung, wo die Auswirkunge…";1127570661797445632.0000000000;"2019-05-12 15:46:09";0;44;0;0;1;Knutti_ETH;NULL;NULL;NULL;aninaineichen
"RT @ichbinschoener: Brasilien kürzt Budget für Klimaschutz um 95 Prozent https://t.co/zgwND6bln2 via @zeitonline

Faschisten zerstören unse…";1127570723315290113.0000000000;"2019-05-12 15:46:24";0;55;0;0;1;ichbinschoener;NULL;NULL;NULL;pets4cats
"@MarcusWadsak oh nein, die nächste eiszeit ist im anmarsch! :-O #klimawandel";1127571285301547009.0000000000;"2019-05-12 15:48:38";1;0;0;0;0;NULL;NULL;NULL;NULL;JonasDreist
"@Helge @Kosak_Daniel #Zwentendorf braucht man nicht neu zu bauen 😉

Selbst wenn alle Atomkraftwerke gleichzeitig einen #SuperGAU hätten, könnte das nicht die Menschheit und alles Leben auf dem Planeten Erde auslöschen.

Der #Klimawandel durch die #CO2-Emissionen der #Kohle-Kraftwerke schon.";1127571747367206912.0000000000;"2019-05-12 15:50:28";0;1;0;0;0;NULL;NULL;NULL;NULL;R34lB0rg
"RT @R34lB0rg: @Helge @Kosak_Daniel #Zwentendorf braucht man nicht neu zu bauen 😉

Selbst wenn alle Atomkraftwerke gleichzeitig einen #Super…";1127571772855943168.0000000000;"2019-05-12 15:50:34";0;1;0;0;1;R34lB0rg;NULL;NULL;NULL;R34lB0rg
"RT @ichbinschoener: Brasilien kürzt Budget für Klimaschutz um 95 Prozent https://t.co/zgwND6bln2 via @zeitonline

Faschisten zerstören unse…";1127572908480638977.0000000000;"2019-05-12 15:55:05";0;55;0;0;1;ichbinschoener;NULL;NULL;NULL;LenardLang4
"@Heierle Alle reden von #Klimawandel, #Dieselgate, #Umweltschutz, aber unsere nördlichen Nachbarn pendeln über alle Landesgrenzen hinweg.
Gerade die Grenzgänger verursachen massive Emissionen, nutzen unsere Infrastruktur, tanken aber in günstigen Deutschland #Diesel und verdrängen #ü50 er";1127573563244994560.0000000000;"2019-05-12 15:57:41";4;0;0;0;0;NULL;NULL;NULL;NULL;ZafiZuerst
"RT @ichbinschoener: Brasilien kürzt Budget für Klimaschutz um 95 Prozent https://t.co/zgwND6bln2 via @zeitonline

Faschisten zerstören unse…";1127573952442847232.0000000000;"2019-05-12 15:59:14";0;55;0;0;1;ichbinschoener;NULL;NULL;NULL;CologneSDGs
"RT @RogerHackstock: Bei 10°C im Mai fragt sich vielleicht mancher: Wo ist jetzt der Klimawandel? Tja, genau da ist er. Der Jetstream, der d…";1127573990493564929.0000000000;"2019-05-12 15:59:23";0;11;0;0;1;RogerHackstock;NULL;NULL;NULL;erika_kastner
"RT @gerhardschwar11: Dass die existentielle Bedrohung
durch den #Klimawandel als das
größte Problem erkannt wird, gräbt
den Populisten mehr…";1127574001038053377.0000000000;"2019-05-12 15:59:25";0;5;0;0;1;gerhardschwar11;NULL;NULL;NULL;jjwieneke
"Heute Unterwegs um wieder über die Welt nachzudenken. Ich denke wir sind am Arsch wegen der Politik heutzutage. Klimawandel wird nicht bekämpft. Armut wird nicht bekämpft. Und Frieden wird nicht gemacht. Das müssen wir ändern. #bekämpftArmut #saveourplanet #makepeace https://t.co/ojvzXXtBA2";1127574005760843776.0000000000;"2019-05-12 15:59:26";0;0;0;0;0;NULL;NULL;NULL;NULL;AngelDarkness0
"RT @fiblorg: Agriculture biologique réduit le changement climatique
Étude montre que les terres assolées cultivées en bio à long terme émet…";1127574068524408832.0000000000;"2019-05-12 15:59:41";0;4;0;0;1;fiblorg;NULL;NULL;NULL;fontaine_itab
"Jetzt geht es richtig los mit dem #Klimawandel.
#Greta hilf!
#Eifel #Vulkan #Magma https://t.co/npIiHyak8Q";1127574073255575553.0000000000;"2019-05-12 15:59:43";1;0;0;0;0;NULL;NULL;NULL;NULL;JoeMontana99
"RT @ascherbaum: Alte weiße Männer für die Autoindustrie.

So klappt das mit dem Strukturwandel, Klimawandel und mit all den Problemen in de…";1127574526567559168.0000000000;"2019-05-12 16:01:31";0;1;0;0;1;ascherbaum;NULL;NULL;NULL;nickbloodh
"RT @ichbinschoener: Brasilien kürzt Budget für Klimaschutz um 95 Prozent https://t.co/zgwND6bln2 via @zeitonline

Faschisten zerstören unse…";1127575019612143616.0000000000;"2019-05-12 16:03:28";0;55;0;0;1;ichbinschoener;NULL;NULL;NULL;Adembedri_
"RT @Balelt41: #fr.de:
Diagnose: Akuter Handlungsbedarf:
Ärztepräsident fordert mehr Klimaschutz-
Klimawandel ist real, Extremwetter führt
z…";1127575926017908738.0000000000;"2019-05-12 16:07:04";0;10;0;0;1;Balelt41;NULL;NULL;NULL;beng_rbh
"RT @Futureworldxxl: So schrieb die  @welt 2011 über die #Klimahysterie! Hochinteressant !!
#CO2 #Klimawandel 
https://t.co/u7CXhgj9ft
@Wirt…";1127575995106627589.0000000000;"2019-05-12 16:07:21";0;21;0;0;1;Futureworldxxl;NULL;NULL;NULL;Peter_Nater
"RT @NZZ: «Erst wird ein Problem verleugnet, dann werden jene kritisiert, die es benennen, und dann sagt man, nun sei es ohnehin zu spät, et…";1127576251898769408.0000000000;"2019-05-12 16:08:22";0;98;0;0;1;NZZ;NULL;NULL;NULL;patrickmatusz
"RT @basicthinking: #Flugzeugfasten ist ein großer Trend. Doch konzentrieren wir uns damit nicht auf einen viel zu kleinen Aspekt des Klimas…";1127576372942180352.0000000000;"2019-05-12 16:08:51";0;3;0;0;1;basicthinking;NULL;NULL;NULL;MobilityMagDE
"... Klimawandel...  war heute 11.00 zum Fußball, Stadtoberliga, 12 Grad, scharfer Wind, stark bewölkt, im Winter nicht mehr angehabt,  bek. grüne Zuschauer dabei, kam mir so ein Gedanke, dann sollte es jetzt noch Sch... regnen und jeder Tropfen anders stinken, nach 2:5 geg. ...";1127576818482057216.0000000000;"2019-05-12 16:10:37";7;0;0;0;0;NULL;NULL;NULL;NULL;axh2706
"@faznet @hankrainer Was für ein peinlicher Artikel. Ja, es ist heute nicht mehr okay, den Klimawandel zu leugnen. Verrückte Welt, was? Befasst euch mal weiter mit Greta anstatt Aufmerksamkeit auf die wirklichen Probleme zu lenken. Ihr müsst ja mit dem stetig sinkenden Journalismusniveau mithalten.";1127576925763981312.0000000000;"2019-05-12 16:11:03";0;0;0;0;0;NULL;NULL;NULL;NULL;thisisnelli
