Tweet;"Tweet ID";Time;Favorited;Retweeted;"Is Favourited";"Is Retweeted";"Is Retweet";"Retweet from";Latitude;Longitude;Country;User
"RT @AntjeHermenau: Ich glaube, dass fast niemand den Klimawandel als Fakt in Frage stellt. Die Frage, ob und in welchem Masse CO2 dafür ver…";1128184973394096128.0000000000;"2019-05-14 08:27:12";0;3;0;0;1;AntjeHermenau;NULL;NULL;NULL;123koenig
"@cedricwermuth @SVPch @KoeppelRoger Klimaflüchtlinge nutzen den Klimawandel einfach als neuen Vorwand. So wie die Wirtschaftsflüchtlinge, die vorgeben in ihrer Heimat an Leib und Leben verfolgt zu werden um dann sobald sie das Asylrecht erhalten haben in der Heimat Urlaub machen.";1128185070278328323.0000000000;"2019-05-14 08:27:36";0;0;0;0;0;NULL;NULL;NULL;NULL;DailyTalk
"@Fern_Schreiber @listenfuhrende was hat klimawandel mit Essgewohnheiten zu tun???? das ist ja wohl der hohlste schwachsinn . NIEMAND und insbesondere keine Politiker haben mir zu sagen was ich esse. Und unsere Kinder? was machen die ? Sie BRAUCHEN Fleisch für das Wachstum Eisen und Calcium für Knochenaufbau";1128185111692894208.0000000000;"2019-05-14 08:27:45";3;1;0;0;0;NULL;NULL;NULL;NULL;megadethkiss
"Wenn der Meeresspiegel weiter steigt, wird das Wattenmeer verschwinden. Deswegen sollten wir den Klimaschutz ernst nehmen. #Klimawandel https://t.co/IC782G7LC1";1128185174146129920.0000000000;"2019-05-14 08:28:00";1;0;0;0;0;NULL;NULL;NULL;NULL;f_talmon
"RT @skarbonat: Beim Klimawandel folgen die Grünen der Forschung, in Gentechnik-Fragen herrscht Misstrauen gegenüber der Wissenschaft. Gegen…";1128185188591243265.0000000000;"2019-05-14 08:28:04";0;23;0;0;1;skarbonat;NULL;NULL;NULL;BIODeutschland
"RT @nerdchrist: Warum ist für viele gerade jetzt das Thema rund um #Exxon und den #Klimawandel so erschütternd? Die Geschichte wurde doch s…";1128185217611644929.0000000000;"2019-05-14 08:28:11";0;3;0;0;1;nerdchrist;NULL;NULL;NULL;zedbeeblebrox
"#Klimawandel: Brauchen wir eine CO2-Steuer? Wie eine solche Abgabe funktioniert, und was dafür und dagegen spricht. Hier unser Arbeitsblatt zum Thema #Wirtschaft #Politik ab #Klasse10 https://t.co/aH8ebWB2h6 https://t.co/M20ecX38Pc";1128185247500316673.0000000000;"2019-05-14 08:28:18";0;0;0;0;0;NULL;NULL;NULL;NULL;schroedaktuell
"RT @utesymanski: „#FridaysForFuture haben geschafft, was 30 Jahre Wissenschaftskommunikation zum Klimawandel nicht geschafft haben.“ stellt…";1128185266332753920.0000000000;"2019-05-14 08:28:22";0;8;0;0;1;utesymanski;NULL;NULL;NULL;kohl_torsten
"RT @marcobuelow: Wir stehen nicht davor, sondern befinden uns mitten im #Klimawandel 

@parents4future 
@FridayForFuture 
@ExtinctionR_DE…";1128185392325439488.0000000000;"2019-05-14 08:28:52";0;56;0;0;1;marcobuelow;NULL;NULL;NULL;THEdeedeebg
"@Volvox_L @IAmARealRealist @ShakRiet @klaus_fritz @Postnatalismus Hab ich das geschrieben?

Aber trotzdem mal kurz den Logikfehler ansprechen:

Nur weil die früheren Klimawandel natürlich waren, und jetzt wieder einer stattfindet, heißt das nicht, dass dieser auch natürlich sein muss.";1128185559795609600.0000000000;"2019-05-14 08:29:32";0;0;0;0;0;NULL;NULL;NULL;NULL;search_mk
"RT @Balelt41: Extremwetter durch Erderwärmung?
Hitzewellen, Hochwasser, Orkane: Ob und wie der Klimawandel 
extreme+>Wetterphänomene verstä…";1128185630624763904.0000000000;"2019-05-14 08:29:49";0;8;0;0;1;Balelt41;NULL;NULL;NULL;lackerer
""der Klimawandel lässt sich nicht beschwichtigen, vertrösten, ignorieren. Da wird nichts gut durch Abwarten und Zögern. Im Gegenteil" https://t.co/iCMzcz3Odn";1128185877547687936.0000000000;"2019-05-14 08:30:48";7;5;0;0;0;NULL;NULL;NULL;NULL;S4fStuttgart
"@focusonline Oh Überraschung! Das Klima verändert sich seit Millionen Jahren. #Klimawandel";1128185897718095872.0000000000;"2019-05-14 08:30:53";2;0;0;0;0;NULL;NULL;NULL;NULL;Toti_S63
"RT @gri_mm: Liebe Medienkolleginnen und - kollegen, die BBC aus Großbritannien hat drei einfache Regeln zur Berichterstattung über den Klim…";1128185939883450368.0000000000;"2019-05-14 08:31:03";0;2372;0;0;1;gri_mm;NULL;NULL;NULL;Dennis_Grekow
"RT @RaiSuedtirol: Guten Morgen 

Landesregierung macht den Weg frei für doppelte Förderung von E-Autos

In Bozen darf bis zum 19. Mai gehei…";1128186079478210565.0000000000;"2019-05-14 08:31:36";0;1;0;0;1;RaiSuedtirol;NULL;NULL;NULL;AlfreiderDaniel
"Medien und Journalisten versagen bei der Information über den Klimawandel und ökologische Zusammenhänge. Das Interesse daran, den Lesern komplexere Sachverhalte zu erklären/Zuzumuten ist gering. Informiert euch! https://t.co/XbghTUQYKy via @zeitonline";1128186218213253120.0000000000;"2019-05-14 08:32:09";0;0;0;0;0;NULL;NULL;NULL;NULL;guntwill
"RT @ArchaeologieOn: Wie der Mensch seine Umwelt verändert: Aktuelle Magazinausgabe »Archäologie Weltweit« zum Thema Klimawandel jetzt onlin…";1128186347322318848.0000000000;"2019-05-14 08:32:40";0;2;0;0;1;ArchaeologieOn;NULL;NULL;NULL;13susang75
"Sehr interessante Beschreibung eines Naturjuwels im #Klimawandel - es reizt mich schon, das Gebiet zu durchwandern, aber die Wege sind ja gesperrt. 😯 https://t.co/1qezztORPC";1128186481447723008.0000000000;"2019-05-14 08:33:12";0;0;0;0;0;NULL;NULL;NULL;NULL;GlatzerElke
"RT @Volksverpetzer: Wissenschaftler 1989: Wir müssen über Klimawandel reden! CDU: Nicht jetzt.
Wissenschaftler 2009: Wir müssen über Klimaw…";1128186483985276928.0000000000;"2019-05-14 08:33:13";0;406;0;0;1;Volksverpetzer;NULL;NULL;NULL;beladinon
"RT @kaffeecup: Annegret Kramp-Karrenbauer: "Mein Eindruck ist: Wir haben keine wirklichen Probleme mehr in unserem Land."

Deutschland: Hol…";1128186901847007232.0000000000;"2019-05-14 08:34:52";0;1358;0;0;1;kaffeecup;NULL;NULL;NULL;falkmo
"@Alice_Weidel Ah wieder der gute alte Populismus. Ich erkläre es gern noch einmal: Sie machen sich auch für Ihre Wähler unwählbar. Sie leugnen den Kimagemachten Klimawandel. Sind aber auch gegen zu große Zuwanderung. Das heisst im Umkehrschluss...1/x";1128186922373984257.0000000000;"2019-05-14 08:34:57";3;0;0;0;0;NULL;NULL;NULL;NULL;2aeugigerZyklop
"RT @GeorgDiez1: Ein paar Worte zur Art und Weise und letztlich der zugrundeliegenden Strategie, denn nichts anderes ist es, wie manche Medi…";1128187127018266625.0000000000;"2019-05-14 08:35:46";0;97;0;0;1;GeorgDiez1;NULL;NULL;NULL;tinapruschmann
"RT @heilrath: Das erste Mal in der Geschichte der Menschheit enthält die Atmosphäre unseres Planeten mehr als 415 ppm (parts per million) #…";1128187325270380544.0000000000;"2019-05-14 08:36:33";0;10;0;0;1;heilrath;NULL;NULL;NULL;BSchepke
"RT @GeorgDiez1: Ein paar Worte zur Art und Weise und letztlich der zugrundeliegenden Strategie, denn nichts anderes ist es, wie manche Medi…";1128187335986884608.0000000000;"2019-05-14 08:36:36";0;97;0;0;1;GeorgDiez1;NULL;NULL;NULL;harryclarkhci
"RT @Volksverpetzer: Wissenschaftler 1989: Wir müssen über Klimawandel reden! CDU: Nicht jetzt.
Wissenschaftler 2009: Wir müssen über Klimaw…";1128187379158867969.0000000000;"2019-05-14 08:36:46";0;406;0;0;1;Volksverpetzer;NULL;NULL;NULL;Susanne45217800
"RT @ForchheimEka: #Forchheim
Der #Klimawandel frist ⚠️
unsere ⚠️Wälder auf. 

Wenn der #Wald #stirbt,
stirbt der #Mensch. 

#ENERGIEWENDE J…";1128187445458219008.0000000000;"2019-05-14 08:37:02";0;9;0;0;1;ForchheimEka;NULL;NULL;NULL;kohl_torsten
"RT @Treibhausdefekt: #Klimakrise #Klimawandel
Lärchen in Permafrostregionen wachsen mit der Erwärmung bis zu dreißig mal schneller. Aber si…";1128187458032689152.0000000000;"2019-05-14 08:37:05";0;6;0;0;1;Treibhausdefekt;NULL;NULL;NULL;ForchheimEka
"Warum wir nicht mehr über den Klimawandel reden sollten https://t.co/vPYA4JpeBO
Klimakrise statt Klimawandel";1128187492476362752.0000000000;"2019-05-14 08:37:13";0;0;0;0;0;NULL;NULL;NULL;NULL;Brixplatz
"Klares Beispiel dafür, dass #Klimawandel u.a. in #Alaska passiert. Auch ein gutes Beispiel dafür, dass wenn er weit entfernt stattfindet, kaum Aufmerksamkeit dafür entsteht. 

#FridaysForFuture #USA #Klimaschutz #Klimafolgen 

https://t.co/ag7ZeYRhzs";1128187572247846913.0000000000;"2019-05-14 08:37:32";0;0;0;0;0;NULL;NULL;NULL;NULL;_markkoenig
""Eine Reportage aus Alaska für alle, die glauben, dass der Klimawandel eine Erfindung ist"

https://t.co/4yAtjy5rys";1128187642959495168.0000000000;"2019-05-14 08:37:49";0;0;0;0;0;NULL;NULL;NULL;NULL;zickzackdreieck
"RT @Volksverpetzer: Wissenschaftler 1989: Wir müssen über Klimawandel reden! CDU: Nicht jetzt.
Wissenschaftler 2009: Wir müssen über Klimaw…";1128187950829797376.0000000000;"2019-05-14 08:39:02";0;406;0;0;1;Volksverpetzer;NULL;NULL;NULL;TinoBucksch
"@HalleVerkehrt @L_Bednarz Glaube ich nicht. Ihr habt Angst vor dem Klimawandel. Andere Menschen haben Angst vor dem Islam und um ihre Identität.
Jeder hat seine Motivation.";1128187953451343873.0000000000;"2019-05-14 08:39:03";0;0;0;0;0;NULL;NULL;NULL;NULL;StSchilling75
"RT @Volksverpetzer: Wissenschaftler 1989: Wir müssen über Klimawandel reden! CDU: Nicht jetzt.
Wissenschaftler 2009: Wir müssen über Klimaw…";1128188032216174592.0000000000;"2019-05-14 08:39:22";0;406;0;0;1;Volksverpetzer;NULL;NULL;NULL;katrinhilger
"RT @Balelt41: Extremwetter durch Erderwärmung?
Hitzewellen, Hochwasser, Orkane: Ob und wie der Klimawandel 
extreme+>Wetterphänomene verstä…";1128188058828984321.0000000000;"2019-05-14 08:39:28";0;8;0;0;1;Balelt41;NULL;NULL;NULL;iulmyI6biPI4f8n
"RT @marcobuelow: Wir stehen nicht davor, sondern befinden uns mitten im #Klimawandel 

@parents4future 
@FridayForFuture 
@ExtinctionR_DE…";1128188118136500225.0000000000;"2019-05-14 08:39:42";0;56;0;0;1;marcobuelow;NULL;NULL;NULL;Christi95503835
"@winkelreka Der Klimawandel 😬";1128188190614020097.0000000000;"2019-05-14 08:40:00";2;0;0;0;0;NULL;NULL;NULL;NULL;McGeiz
"@AntjeHermenau Der letzte große #Klimawandel endete vor 10-15000 Jahren und #Europa war eisfrei,gab es damals auch die #FridaysForFuture Kids😉";1128188430490460161.0000000000;"2019-05-14 08:40:57";1;0;0;0;0;NULL;NULL;NULL;NULL;Bruddler_
"RT @Volksverpetzer: Wissenschaftler 1989: Wir müssen über Klimawandel reden! CDU: Nicht jetzt.
Wissenschaftler 2009: Wir müssen über Klimaw…";1128188568235663360.0000000000;"2019-05-14 08:41:30";0;406;0;0;1;Volksverpetzer;NULL;NULL;NULL;Alfred996
"RT @nerdchrist: Warum ist für viele gerade jetzt das Thema rund um #Exxon und den #Klimawandel so erschütternd? Die Geschichte wurde doch s…";1128188639727505408.0000000000;"2019-05-14 08:41:47";0;3;0;0;1;nerdchrist;NULL;NULL;NULL;timoschmidt_
"Klimafreundlich handeln: drei neue Ratgeber für zu Hause von @bund_net 
#Klimawandel #umdenken #handeln #weitersagen
https://t.co/ECagTiBn7X";1128188657402359808.0000000000;"2019-05-14 08:41:51";7;2;0;0;0;NULL;NULL;NULL;NULL;BUNDBrandenburg
"RT @Treibhausdefekt: #Klimakrise #Klimawandel
Lärchen in Permafrostregionen wachsen mit der Erwärmung bis zu dreißig mal schneller. Aber si…";1128188804844728320.0000000000;"2019-05-14 08:42:26";0;6;0;0;1;Treibhausdefekt;NULL;NULL;NULL;kohl_torsten
"RT @Volksverpetzer: Wissenschaftler 1989: Wir müssen über Klimawandel reden! CDU: Nicht jetzt.
Wissenschaftler 2009: Wir müssen über Klimaw…";1128188928924815360.0000000000;"2019-05-14 08:42:56";0;406;0;0;1;Volksverpetzer;NULL;NULL;NULL;surfersun
"RT @ArchaeologieOn: Wie der Mensch seine Umwelt verändert: Aktuelle Magazinausgabe »Archäologie Weltweit« zum Thema Klimawandel jetzt onlin…";1128188977750659073.0000000000;"2019-05-14 08:43:07";0;2;0;0;1;ArchaeologieOn;NULL;NULL;NULL;knubbelpups
"RT @cedricwermuth: Lustig, wenns um Flüchtlinge und Asylrecht geht gibt's den #Klimawandel also doch. Ja, was denn jetzt liebe @SVPch? @Koe…";1128189013108633600.0000000000;"2019-05-14 08:43:16";0;34;0;0;1;cedricwermuth;NULL;NULL;NULL;michi_luescher
"RT @verdi_Jugend: Die ver.di Jugend solidarisiert sich mit #FridaysForFuture und fordert auch von der Gesamtorganisation die Unterstützung…";1128189113679720448.0000000000;"2019-05-14 08:43:40";0;119;0;0;1;verdi_Jugend;NULL;NULL;NULL;TimKing60084996
"RT @DJanecek: Selten so einen Unsinn gelesen wie diesen Beitrag von Wolfgang Kubicki. Das Bevölkerungswachstum in Nigeria oder im Kongo ist…";1128189186366951424.0000000000;"2019-05-14 08:43:57";0;57;0;0;1;DJanecek;NULL;NULL;NULL;LiterallySimon
"Das fasst es so gut zusammen: "Die selben Parteien, die behaupten, man könne das Klima nicht auf nationaler Ebene lösen, blockieren auch auf europäischer Ebene jede Anstrengung" #Klimawandel #CDU";1128189210064826368.0000000000;"2019-05-14 08:44:03";10;2;0;0;0;NULL;NULL;NULL;NULL;Marco5sge
"@Preiselbauer @JKasek @TwitterDE Hmmm... Klimawandel, den habe ich vergessen! Danke!";1128189213118169088.0000000000;"2019-05-14 08:44:03";1;0;0;0;0;NULL;NULL;NULL;NULL;oxienatOr
"RT @gri_mm: Liebe Medienkolleginnen und - kollegen, die BBC aus Großbritannien hat drei einfache Regeln zur Berichterstattung über den Klim…";1128189326448308225.0000000000;"2019-05-14 08:44:30";0;2372;0;0;1;gri_mm;NULL;NULL;NULL;BananenKiste
"„Rufen Sie uns an und wir verhindern die Energiewende auch in Ihrer Heimatgemeinde. Gemeinsam schaffen wir den Klimawandel!“";1128189550487068673.0000000000;"2019-05-14 08:45:24";7;0;0;0;0;NULL;NULL;NULL;NULL;C_Pohlmann
"RT @S4fStuttgart: "der Klimawandel lässt sich nicht beschwichtigen, vertrösten, ignorieren. Da wird nichts gut durch Abwarten und Zögern. I…";1128189711040880641.0000000000;"2019-05-14 08:46:02";0;5;0;0;1;S4fStuttgart;NULL;NULL;NULL;Stefan_Urbat
"RT @Volksverpetzer: Wissenschaftler 1989: Wir müssen über Klimawandel reden! CDU: Nicht jetzt.
Wissenschaftler 2009: Wir müssen über Klimaw…";1128189805265936384.0000000000;"2019-05-14 08:46:24";0;406;0;0;1;Volksverpetzer;NULL;NULL;NULL;ckendzorra
"RT @Volksverpetzer: Wissenschaftler 1989: Wir müssen über Klimawandel reden! CDU: Nicht jetzt.
Wissenschaftler 2009: Wir müssen über Klimaw…";1128189906470285312.0000000000;"2019-05-14 08:46:49";0;406;0;0;1;Volksverpetzer;NULL;NULL;NULL;InesLied
""der Klimawandel ist kompliziert zu erklären normale Leute verstehen das nicht"";1128190178831609861.0000000000;"2019-05-14 08:47:54";2;0;0;0;0;NULL;NULL;NULL;NULL;llelenlena
"@cedricwermuth Wir brauchen kein besseres Wirtschaftssystem, sondern bessere Technologie. Diese existiert glücklicherweise bereits grösstenteils. Wir müssen sie nur ausrollen/skalieren. Rufe nach einem System Change sind kontraproduktiv bez. Lösung #Klimawandel , da politischer Deadlock droht.";1128190812611805184.0000000000;"2019-05-14 08:50:25";3;1;0;0;0;NULL;NULL;NULL;NULL;MatCMeier
"RT @S4fStuttgart: "der Klimawandel lässt sich nicht beschwichtigen, vertrösten, ignorieren. Da wird nichts gut durch Abwarten und Zögern. I…";1128190946162688000.0000000000;"2019-05-14 08:50:56";0;5;0;0;1;S4fStuttgart;NULL;NULL;NULL;KerstinSchmidt2
"RT @AntjeHermenau: Ich glaube, dass fast niemand den Klimawandel als Fakt in Frage stellt. Die Frage, ob und in welchem Masse CO2 dafür ver…";1128190977921961984.0000000000;"2019-05-14 08:51:04";0;3;0;0;1;AntjeHermenau;NULL;NULL;NULL;OlafMajer
"RT @Volksverpetzer: Wissenschaftler 1989: Wir müssen über Klimawandel reden! CDU: Nicht jetzt.
Wissenschaftler 2009: Wir müssen über Klimaw…";1128191323419365376.0000000000;"2019-05-14 08:52:26";0;406;0;0;1;Volksverpetzer;NULL;NULL;NULL;Zockhart
"RT @ESA_de: Guten Morgen! Gleich um 09:15 h geht's LIVE los mit dem #LivingPlanet Symposium in #Mailand! 4000 Experten aus aller Welt disku…";1128191482245124096.0000000000;"2019-05-14 08:53:04";0;3;0;0;1;ESA_de;NULL;NULL;NULL;STiburzy
"RT @cedricwermuth: Lustig, wenns um Flüchtlinge und Asylrecht geht gibt's den #Klimawandel also doch. Ja, was denn jetzt liebe @SVPch? @Koe…";1128191585747898369.0000000000;"2019-05-14 08:53:29";0;34;0;0;1;cedricwermuth;NULL;NULL;NULL;ThomasMathis6
"Um das verbieten von SUVs und anderer schwerer Autos werden wir nicht herumkommen wenn wir den Klimawandel jemals in den Griff bekommen wollen, egal ob e-Mobil, Benziner oder Diesel. https://t.co/ANTeP1pqV5";1128191600964919296.0000000000;"2019-05-14 08:53:33";0;0;0;0;0;NULL;NULL;NULL;NULL;JKnodlseder
"Es ist ein Trugschluss, dass man mit großen Autos die Herausforderungen des #Klimawandel|s und der Ressourcenknappheit begegnen kann. Sagt @JensHilgenberg vom Vorstand @Krit_Aktionaere vor der Hauptversammlung von #VW. https://t.co/2g7ARhwpwV https://t.co/qTliPrrdqb";1128191659857068034.0000000000;"2019-05-14 08:53:47";1;4;0;0;0;NULL;NULL;NULL;NULL;rbbinforadio
"RT @watch_union: #Alaska hat mit den #Klimawandel weitaus mehr zu kämpfen, als viele andere Regionen der Welt. 

Dörfer mussten in den letz…";1128191909808287745.0000000000;"2019-05-14 08:54:46";0;52;0;0;1;watch_union;NULL;NULL;NULL;LiDeLi7
"Denkfabrik #Europa 2030 (@DenkraumSoMa). Tolles Konzept, das noch einm. deutlich gemacht hat, dass die junge Gen. Eur. mit vielen positiven Ideen füllen kann. Bekämpfe den Drachen und gewinne die Prinzessin (Th. #Ogilvie); eine d-f Initiative geg. den Klimawandel (@cem_oezdemir) https://t.co/lTEy3lZlXi";1128191934772731904.0000000000;"2019-05-14 08:54:52";2;0;0;0;0;NULL;NULL;NULL;NULL;landry_charrier
"RT @rbbinforadio: Es ist ein Trugschluss, dass man mit großen Autos die Herausforderungen des #Klimawandel|s und der Ressourcenknappheit be…";1128191944641929217.0000000000;"2019-05-14 08:54:55";0;4;0;0;1;rbbinforadio;NULL;NULL;NULL;JensHilgenberg
"RT @verdi_Jugend: Die ver.di Jugend solidarisiert sich mit #FridaysForFuture und fordert auch von der Gesamtorganisation die Unterstützung…";1128192018906275840.0000000000;"2019-05-14 08:55:12";0;119;0;0;1;verdi_Jugend;NULL;NULL;NULL;RonaldWiggert
"@bheinzlmaier So oder so - das sind Entscheidungen, die nicht auf das Individuum abgewälzt werden sollten. Ein Dauerschlechtesgewissen hilft ja nicht gegen den Klimawandel.";1128192251870502913.0000000000;"2019-05-14 08:56:08";1;0;0;0;0;NULL;NULL;NULL;NULL;rudiloelein
"@lukas_iff @cedricwermuth @SVPch @KoeppelRoger Doch, Herr @KoeppelRoger bestreitet den #Klimawandel 👇 „kein ungewöhnlicher Klimawandel in den letzten 300 Jahren...“ https://t.co/jojJPWRslz";1128192442526777350.0000000000;"2019-05-14 08:56:53";0;0;0;0;0;NULL;NULL;NULL;NULL;MatCMeier
"RT @JensHilgenberg: "Beim #eAuto setzt #VW zu sehr auf große, schwere Fahrzeuge." 
Es ist ein Trugschluss, dass man damit die Herausforderu…";1128192709037101056.0000000000;"2019-05-14 08:57:57";0;22;0;0;1;JensHilgenberg;NULL;NULL;NULL;GeraldSchmid
"@SZ Ein Artikel welcher den Kern des Problems trifft, und Kommentare die zeigen dass noch viel Öffentlichkeitsarbeit nötig ist wenn wir den Klimawandel wirklich in den Griff bekommen wollen.";1128192831925948417.0000000000;"2019-05-14 08:58:26";2;0;0;0;0;NULL;NULL;NULL;NULL;JKnodlseder
"RT @Volksverpetzer: Wissenschaftler 1989: Wir müssen über Klimawandel reden! CDU: Nicht jetzt.
Wissenschaftler 2009: Wir müssen über Klimaw…";1128192933386231809.0000000000;"2019-05-14 08:58:50";0;406;0;0;1;Volksverpetzer;NULL;NULL;NULL;RainerBuchholz2
"RT @Julia42833681: Angela Merkel  - Als "Klima-Kanzlerin" ein Totalausfall
Es gibt Momente, wo man Farbe bekennen muss. Klimawandel lässt s…";1128193054286938112.0000000000;"2019-05-14 08:59:19";0;1;0;0;1;Julia42833681;NULL;NULL;NULL;ToKaEmPa
"RT @Luisa4Europe: Vielen Dank @MartinSchulz für die große Unterstützung heute. Wir in Südbaden sind Europäer*innen durch und durch, aber wi…";1128193127007883264.0000000000;"2019-05-14 08:59:36";0;1;0;0;1;Luisa4Europe;NULL;NULL;NULL;KlausBoos1
"Die Untätigkeit bezüglich des Klimawandels zeigt klar, dass ein Großteil der Eltern in Deutschland sich letztlich einen Scheiß um die Zukunft ihrer Kinder schert.

Sie leugnen den Klimawandel entweder komplett oder sind nicht bereit, Abstriche im Lebensstandard hinzunehmen.";1128193271522562049.0000000000;"2019-05-14 09:00:11";106;28;0;0;0;NULL;NULL;NULL;NULL;MayaMitKind
"Im Gegensatz zum weltweiten Klimawandel kann Deutschland zumindest das #Artensterben hierzulande bekämpfen. 
Dazu reicht es aber nicht, sich eine Honigbiene als Kuscheltier zu halten.";1128193459075076096.0000000000;"2019-05-14 09:00:56";0;0;0;0;0;NULL;NULL;NULL;NULL;Eisenstein19
"RT @MayaMitKind: Die Untätigkeit bezüglich des Klimawandels zeigt klar, dass ein Großteil der Eltern in Deutschland sich letztlich einen Sc…";1128193641174978560.0000000000;"2019-05-14 09:01:39";0;28;0;0;1;MayaMitKind;NULL;NULL;NULL;snaums
"RT @Volksverpetzer: Wissenschaftler 1989: Wir müssen über Klimawandel reden! CDU: Nicht jetzt.
Wissenschaftler 2009: Wir müssen über Klimaw…";1128193675434037248.0000000000;"2019-05-14 09:01:47";0;406;0;0;1;Volksverpetzer;NULL;NULL;NULL;Agape_42
"Der #Klimawandel ist keine Bedrohung aus der Zukunft. Wir sind längst mitten drin, gehandelt werden muss jetzt. Für die Menschen und für die Umwelt statt Konzerne und ihre Lobbyisten! #Aufstehen #FridayForFuture 
https://t.co/ho859b99Pk";1128193775073992705.0000000000;"2019-05-14 09:02:11";40;17;0;0;0;NULL;NULL;NULL;NULL;aufstehen_de
"RT @MayaMitKind: Die Untätigkeit bezüglich des Klimawandels zeigt klar, dass ein Großteil der Eltern in Deutschland sich letztlich einen Sc…";1128193916254208000.0000000000;"2019-05-14 09:02:45";0;28;0;0;1;MayaMitKind;NULL;NULL;NULL;LunarAkai
"RT @derarchitektBDA: Wie kann Architektur in Zeiten des #Klimawandel s aussehen? In unserer Serie Kulisse und Substanz zeigen wir unterschi…";1128193976832389121.0000000000;"2019-05-14 09:02:59";0;3;0;0;1;derarchitektBDA;NULL;NULL;NULL;BDABund
"@Jeik8naut @Kids_CoKG @ebner_sha Was sie Glauben kann ich nicht ändern, aber das der Klimawandel nichts mit Menschen zu tun hat ist Fakt. Leute wacht endlich auf.";1128194038857904128.0000000000;"2019-05-14 09:03:14";0;0;0;0;0;NULL;NULL;NULL;NULL;SwissSecure
"Frühstückslektüre:

Der Klimawandel und die #Landwirtschaft - Nährboden für Innovationen https://t.co/Tva8l7QeeC #Innovation #Klimawandel";1128194227547058176.0000000000;"2019-05-14 09:03:59";0;0;0;0;0;NULL;NULL;NULL;NULL;VALUEversitas
"All deine Bemühungen, genetisch modifizierten Pflanzenbau als akzeptablen Weg gegen die Auswirkungen von Klimawandel auf die Ernährungslage zu kommunizieren am Arsch, weil du ausgerechnet den Laden kaufst, dessen bösartige Geschäftspraktiken in dem Bereich bekannt sind?";1128194229761650688.0000000000;"2019-05-14 09:03:59";14;0;0;0;0;NULL;NULL;NULL;NULL;TiniDo
"@cdu_fraktion_th @StefanGruhner Wir brauchen wirksame Maßnahmen gegen den #Klimawandel für den #Klimaschutz und da stellt sich die @cdu_fraktion_th als #Dagegenpartei dar. Keine Vorschläge, keine Ideen, null, nichts. #faktist @AnjaSiegesmund @UmweltTH";1128194242004889600.0000000000;"2019-05-14 09:04:02";3;0;0;0;0;NULL;NULL;NULL;Germany;Harzerkas
"RT @MayaMitKind: Die Untätigkeit bezüglich des Klimawandels zeigt klar, dass ein Großteil der Eltern in Deutschland sich letztlich einen Sc…";1128194253287510016.0000000000;"2019-05-14 09:04:05";0;28;0;0;1;MayaMitKind;NULL;NULL;NULL;SehrLesbisch
"@Leaving_Orbit So wie sich die Welt gerade entwickelt, frage ich mich schon länger, ob die Raumfahrt nicht irgendwann eingestellt wird. Wegen Kosten, "da draußen ist nichts" und wegen dem Klimawandel, wo man Geld und Ressourcen anderswo einsetzt.";1128194363673149440.0000000000;"2019-05-14 09:04:31";0;0;0;0;0;NULL;NULL;NULL;NULL;susannelilith
"RT @derarchitektBDA: #Architektur in Zeiten des Klimawandels: #STUDIO2050 haascookzemmrich, @Alnatura Campus, #Darmstadt 2015–2019.
https:/…";1128194556309200896.0000000000;"2019-05-14 09:05:17";0;4;0;0;1;derarchitektBDA;NULL;NULL;NULL;DAZ_Berlin
"@APatzwahl Schnell noch #CO2-Steuer erheben, bevor der 

#Klimawandel verpufft, 

wie #Waldsterben und #Ozonloch";1128194662404173826.0000000000;"2019-05-14 09:05:43";2;0;0;0;0;NULL;NULL;NULL;NULL;AwayKlein
"unter ziemlichem Zeitdruck den Stoff von zwei Jahren geounterricht lernen ist ja schon ein Problem aber ich bin jetzt beim Klimawandel angekommen und die Probleme addieren sich ich will weinen";1128194786358386688.0000000000;"2019-05-14 09:06:12";3;0;0;0;0;NULL;NULL;NULL;NULL;faceofcntusions
"RT @utesymanski: „#FridaysForFuture haben geschafft, was 30 Jahre Wissenschaftskommunikation zum Klimawandel nicht geschafft haben.“ stellt…";1128194983398453248.0000000000;"2019-05-14 09:06:59";0;8;0;0;1;utesymanski;NULL;NULL;NULL;bookscorpions
"RT @MayaMitKind: Die Untätigkeit bezüglich des Klimawandels zeigt klar, dass ein Großteil der Eltern in Deutschland sich letztlich einen Sc…";1128195045994180608.0000000000;"2019-05-14 09:07:14";0;28;0;0;1;MayaMitKind;NULL;NULL;NULL;Nerdycorn42
"RT @S4fStuttgart: "der Klimawandel lässt sich nicht beschwichtigen, vertrösten, ignorieren. Da wird nichts gut durch Abwarten und Zögern. I…";1128195319735488512.0000000000;"2019-05-14 09:08:19";0;5;0;0;1;S4fStuttgart;NULL;NULL;NULL;BaerbelW
"RT @aufstehen_de: Der #Klimawandel ist keine Bedrohung aus der Zukunft. Wir sind längst mitten drin, gehandelt werden muss jetzt. Für die M…";1128195595108343808.0000000000;"2019-05-14 09:09:25";0;17;0;0;1;aufstehen_de;NULL;NULL;NULL;LusorsYouTube
"RT @aufstehen_de: Der #Klimawandel ist keine Bedrohung aus der Zukunft. Wir sind längst mitten drin, gehandelt werden muss jetzt. Für die M…";1128195885698039808.0000000000;"2019-05-14 09:10:34";0;17;0;0;1;aufstehen_de;NULL;NULL;NULL;Michael13495646
